GeoID,Years,GeoType,TotalPop,PctRural,PctMinority,PctHispanic,PctBlackNH,Pct_forborn,PctDisabled,PctEducLHS,PctEducBchPlus,Pct100Pov,PctNoHealthIns
29217,10yrs,County,21159,58.26,4.55,1.59,0.47,1.39,17.33,12.70,16.80,17.11,15.95
29219,05yrs,County,32513,63.04,7.11,2.94,1.84,1.52,12.19,11.30,19.10,13.41,7.20
29219,10yrs,County,32513,63.04,7.11,2.94,1.84,1.84,13.14,13.35,18.00,13.73,9.15
29221,05yrs,County,25195,80.48,4.87,1.01,2.20,0.29,25.63,23.10,9.90,20.13,12.40
29221,10yrs,County,25195,80.48,4.87,1.01,2.20,0.39,26.60,25.10,8.85,21.95,14.90
29223,05yrs,County,13521,100.00,3.46,1.04,0.24,0.60,27.16,23.80,9.60,24.14,14.00
29223,10yrs,County,13521,100.00,3.46,1.04,0.24,0.54,26.07,24.05,9.90,23.11,15.20
29225,05yrs,County,36202,73.93,4.79,1.69,0.88,0.95,15.02,13.90,16.80,17.85,13.80
29225,10yrs,County,36202,73.93,4.79,1.69,0.88,0.96,14.12,14.00,16.40,17.16,17.60
29227,05yrs,County,2171,100.00,2.58,1.06,0.51,1.18,12.15,10.10,20.00,13.74,6.00
29227,10yrs,County,2171,100.00,2.58,1.06,0.51,0.71,11.63,10.45,18.20,13.74,10.70
29229,05yrs,County,18815,76.63,3.68,1.26,0.46,0.61,20.68,19.60,10.20,24.24,19.10
29229,10yrs,County,18815,76.63,3.68,1.26,0.46,0.84,19.84,20.85,11.20,23.54,18.55
29510,05yrs,County,319294,0.00,57.81,3.49,48.98,7.20,13.43,12.20,36.30,21.83,10.80
29510,10yrs,County,319294,0.00,57.81,3.49,48.98,6.97,13.59,14.50,33.35,24.79,14.30
US,05yrs,Nationwide,308745538,19.27,36.25,16.35,12.21,13.55,10.25,12.00,32.10,13.42,8.80
US,10yrs,Nationwide,308745538,19.27,36.25,16.35,12.21,13.31,10.22,12.80,30.70,14.51,11.50
29,05yrs,State,5988927,29.56,19.00,3.55,11.47,4.19,12.46,10.00,29.20,13.68,9.30
29,10yrs,State,5988927,29.56,19.00,3.55,11.47,4.05,12.42,11.00,27.95,14.64,11.10
A9001zg,05yrs,Zone,57779,3.68,14.51,4.82,5.44,3.02,9.07,5.28,32.49,6.63,5.35
A9001zg,10yrs,Zone,57779,3.68,14.51,4.82,5.44,2.63,9.00,5.52,30.76,7.68,7.93
A9002zg,05yrs,Zone,60488,40.03,14.06,9.04,0.75,5.68,11.19,15.32,22.27,15.99,14.47
A9002zg,10yrs,Zone,60488,40.03,14.06,9.04,0.75,5.64,11.59,15.81,21.63,16.94,15.57
A9003zg,05yrs,Zone,54380,28.56,9.14,3.78,2.02,2.86,7.98,3.59,40.90,2.92,3.02
A9003zg,10yrs,Zone,54380,28.56,9.14,3.78,2.02,2.52,6.93,3.84,38.59,3.39,4.17
A9005zg,05yrs,Zone,58185,1.24,52.54,7.33,39.96,5.75,11.58,9.36,28.02,18.84,13.53
A9005zg,10yrs,Zone,58185,1.24,52.54,7.33,39.96,6.73,10.99,10.63,26.12,19.14,16.71
A9006zg,05yrs,Zone,53260,0.00,64.50,33.89,22.37,21.01,13.49,26.47,25.33,30.44,22.19
A9006zg,10yrs,Zone,53260,0.00,64.50,33.89,22.37,21.58,13.76,28.25,22.92,33.82,25.20
A9007zg,05yrs,Zone,55067,0.00,16.76,4.17,6.11,4.33,15.23,11.85,22.51,32.72,16.89
A9007zg,10yrs,Zone,55067,0.00,16.76,4.17,6.11,4.60,14.29,12.91,23.47,35.78,18.76
A9008zg,05yrs,Zone,57319,58.43,4.52,1.63,0.45,1.22,11.51,8.47,25.22,8.30,6.75
A9008zg,10yrs,Zone,57319,58.43,4.52,1.63,0.45,1.11,11.12,7.90,23.94,9.74,9.56
A9009zg,05yrs,Zone,57715,0.00,20.88,4.72,10.83,4.70,5.85,2.80,64.03,8.56,7.03
A9009zg,10yrs,Zone,57715,0.00,20.88,4.72,10.83,4.89,6.63,3.02,62.11,9.33,8.01
A9010zg,05yrs,Zone,56557,9.65,5.19,2.01,0.62,2.83,12.31,9.88,22.54,9.26,9.53
A9010zg,10yrs,Zone,56557,9.65,5.19,2.01,0.62,2.79,11.59,10.59,22.03,10.07,10.40
A9011zg,05yrs,Zone,55186,0.00,39.02,6.81,25.22,13.12,15.51,15.62,22.20,24.95,13.59
A9011zg,10yrs,Zone,55186,0.00,39.02,6.81,25.22,12.66,16.40,18.82,20.65,25.39,17.10
A9012zg,05yrs,Zone,55356,4.63,4.62,1.85,0.63,2.73,8.50,9.72,23.98,7.80,6.10
A9012zg,10yrs,Zone,55356,4.63,4.62,1.85,0.63,2.28,9.70,10.32,21.39,8.47,7.46
A9013zg,05yrs,Zone,54218,0.00,97.83,0.94,95.34,0.34,21.47,20.91,12.14,30.13,15.64
A9013zg,10yrs,Zone,54218,0.00,97.83,0.94,95.34,0.39,19.87,22.18,11.38,32.32,19.63
A9014zg,05yrs,Zone,61912,1.20,80.30,0.95,77.03,2.01,15.05,10.98,17.73,20.12,10.56
A9014zg,10yrs,Zone,61912,1.20,80.30,0.95,77.03,1.66,15.35,11.85,17.63,21.54,12.88
A9016zg,05yrs,Zone,56916,6.33,13.84,4.49,3.01,3.04,13.21,11.32,24.95,18.40,11.79
A9016zg,10yrs,Zone,56916,6.33,13.84,4.49,3.01,2.72,13.93,12.31,22.94,18.19,14.82
A9017zg,05yrs,Zone,53181,0.00,61.11,5.46,47.79,9.21,11.30,12.08,43.56,20.76,11.17
A9017zg,10yrs,Zone,53181,0.00,61.11,5.46,47.79,10.07,11.56,14.85,39.00,24.03,15.80
A9018zg,05yrs,Zone,54581,1.83,27.51,4.03,14.31,9.11,10.16,6.42,46.76,26.32,8.43
A9018zg,10yrs,Zone,54581,1.83,27.51,4.03,14.31,8.81,10.33,7.44,48.09,27.52,9.39
A9019zg,05yrs,Zone,59592,0.03,21.36,3.10,7.56,13.48,5.99,2.88,61.12,4.67,3.55
A9019zg,10yrs,Zone,59592,0.03,21.36,3.10,7.56,13.35,5.99,3.72,59.47,5.68,4.90
A9020zg,05yrs,Zone,53874,0.00,14.67,3.28,7.08,5.75,10.01,5.59,49.20,8.38,5.27
A9020zg,10yrs,Zone,53874,0.00,14.67,3.28,7.08,5.66,9.82,6.81,45.95,9.49,7.55
A9021zg,05yrs,Zone,56252,0.00,24.72,9.04,8.34,10.42,12.07,9.50,25.21,13.67,11.92
A9021zg,10yrs,Zone,56252,0.00,24.72,9.04,8.34,9.77,12.34,10.08,24.60,14.37,13.22
A9022zg,05yrs,Zone,58988,0.00,7.67,2.23,1.96,7.67,8.67,5.17,37.29,5.59,4.90
A9022zg,10yrs,Zone,58988,0.00,7.67,2.23,1.96,8.81,8.45,6.47,35.52,6.20,6.74
A9023zg,05yrs,Zone,59068,4.89,13.05,2.83,3.01,7.48,6.45,3.87,52.56,5.19,4.82
A9023zg,10yrs,Zone,59068,4.89,13.05,2.83,3.01,7.86,6.64,4.35,51.03,5.58,5.67
A9024zg,05yrs,Zone,58725,26.25,9.00,2.41,3.81,2.49,6.44,5.33,39.01,4.40,3.56
A9024zg,10yrs,Zone,58725,26.25,9.00,2.41,3.81,2.09,6.45,5.46,36.22,4.81,4.88
A9025zg,05yrs,Zone,55537,3.35,8.95,2.44,1.65,3.53,9.68,3.59,44.76,11.00,7.15
A9025zg,10yrs,Zone,55537,3.35,8.95,2.44,1.65,3.47,8.83,4.39,43.09,11.70,9.34
A9026zg,05yrs,Zone,57646,0.00,9.48,1.74,2.35,7.03,4.91,1.80,71.06,3.49,1.88
A9026zg,10yrs,Zone,57646,0.00,9.48,1.74,2.35,6.22,4.47,1.83,70.27,3.60,2.30
A9027zg,05yrs,Zone,59175,0.00,70.49,3.13,64.09,3.58,17.45,11.86,15.82,20.92,11.37
A9027zg,10yrs,Zone,59175,0.00,70.49,3.13,64.09,3.19,16.08,13.42,15.59,21.90,15.39
A9028zg,05yrs,Zone,50899,0.00,65.24,2.35,54.93,8.57,12.52,10.86,45.48,23.81,9.37
A9028zg,10yrs,Zone,50899,0.00,65.24,2.35,54.93,7.68,12.49,13.14,42.47,28.47,12.48
A9029zg,05yrs,Zone,54319,4.90,11.56,3.61,3.40,2.26,17.97,12.26,22.62,21.42,13.89
A9029zg,10yrs,Zone,54319,4.90,11.56,3.61,3.40,2.54,17.39,13.98,21.68,23.58,15.32
A9030zg,05yrs,Zone,52932,0.94,10.83,3.14,2.55,3.82,10.63,6.13,33.88,12.98,9.28
A9030zg,10yrs,Zone,52932,0.94,10.83,3.14,2.55,4.11,10.07,6.34,33.31,13.15,10.94
A9031zg,05yrs,Zone,51419,49.39,4.73,1.43,1.23,1.10,13.79,15.17,16.61,13.86,10.07
A9031zg,10yrs,Zone,51419,49.39,4.73,1.43,1.23,1.00,12.89,15.42,15.29,14.38,11.59
A9032zg,05yrs,Zone,52343,72.03,3.53,1.14,0.64,1.28,11.76,12.90,17.10,11.56,7.53
A9032zg,10yrs,Zone,52343,72.03,3.53,1.14,0.64,0.93,13.32,13.94,16.29,11.98,9.46
A9033zg,05yrs,Zone,58014,0.43,6.48,1.90,1.34,9.58,11.37,9.19,31.40,8.20,6.02
A9033zg,10yrs,Zone,58014,0.43,6.48,1.90,1.34,9.20,11.29,9.51,29.74,8.29,7.89
A9034zg,05yrs,Zone,59746,1.21,12.53,2.33,2.39,9.72,5.00,3.29,58.88,3.43,3.31
A9034zg,10yrs,Zone,59746,1.21,12.53,2.33,2.39,8.35,5.21,3.17,57.10,3.49,4.66
A9035zg,05yrs,Zone,56083,3.62,32.95,4.78,23.37,4.96,11.09,6.51,28.09,11.21,9.50
A9035zg,10yrs,Zone,56083,3.62,32.95,4.78,23.37,3.74,11.43,7.05,27.55,11.33,10.86
A9036zg,05yrs,Zone,58230,0.00,15.47,4.70,6.21,6.86,9.26,7.39,33.57,9.07,6.52
A9036zg,10yrs,Zone,58230,0.00,15.47,4.70,6.21,6.54,9.24,8.33,31.91,11.27,9.07
A9037zg,05yrs,Zone,57961,0.00,30.93,6.88,16.52,12.36,12.78,11.30,26.13,12.93,10.94
A9037zg,10yrs,Zone,57961,0.00,30.93,6.88,16.52,10.76,11.75,12.03,24.74,13.47,13.48
A9038zg,05yrs,Zone,51936,0.00,70.11,1.91,64.68,4.75,13.95,12.61,34.78,25.90,10.36
A9038zg,10yrs,Zone,51936,0.00,70.11,1.91,64.68,4.21,14.83,15.73,30.78,32.17,13.61
A9039zg,05yrs,Zone,57470,1.00,31.06,2.80,24.33,5.98,9.76,8.96,25.98,11.92,8.43
A9039zg,10yrs,Zone,57470,1.00,31.06,2.80,24.33,5.50,9.78,7.77,25.10,10.82,9.72
A9040zg,05yrs,Zone,54118,1.83,17.97,6.37,6.29,5.11,9.89,6.07,37.26,8.71,7.93
A9040zg,10yrs,Zone,54118,1.83,17.97,6.37,6.29,5.21,9.36,6.78,35.13,8.45,8.47
A9041zg,05yrs,Zone,56342,0.00,75.37,13.17,58.15,8.53,18.17,16.92,24.15,25.71,18.08
A9041zg,10yrs,Zone,56342,0.00,75.37,13.17,58.15,7.90,18.78,18.96,21.96,30.07,22.13
A9042zg,05yrs,Zone,59039,0.00,25.56,2.77,14.69,10.26,5.69,3.02,65.19,6.25,3.55
A9042zg,10yrs,Zone,59039,0.00,25.56,2.77,14.69,10.31,6.14,3.64,62.66,7.61,5.93
A9043zg,05yrs,Zone,58605,0.00,9.09,2.15,2.83,6.88,7.75,5.07,49.23,6.96,5.68
A9043zg,10yrs,Zone,58605,0.00,9.09,2.15,2.83,7.47,7.48,5.58,48.66,7.21,6.59
A9044zg,05yrs,Zone,63545,4.03,9.27,2.29,3.62,3.39,8.71,5.45,36.48,4.64,5.05
A9044zg,10yrs,Zone,63545,4.03,9.27,2.29,3.62,3.37,8.35,6.32,34.94,5.06,5.96
A9045zg,05yrs,Zone,57954,0.00,45.72,3.01,34.14,9.03,8.89,5.81,60.30,16.77,6.18
A9045zg,10yrs,Zone,57954,0.00,45.72,3.01,34.14,8.66,7.12,6.58,59.05,16.49,7.50
A9046zg,05yrs,Zone,56172,0.64,82.20,4.24,74.04,4.33,15.82,13.60,15.12,24.96,15.38
A9046zg,10yrs,Zone,56172,0.64,82.20,4.24,74.04,3.65,15.97,15.55,14.06,27.25,18.73
A9047zg,05yrs,Zone,58434,1.78,52.45,1.62,47.59,3.16,11.67,7.58,31.32,9.33,6.77
A9047zg,10yrs,Zone,58434,1.78,52.45,1.62,47.59,2.84,11.00,8.08,30.54,8.63,8.52
A9048zg,05yrs,Zone,54156,16.64,14.08,2.19,5.31,6.64,6.77,2.67,58.05,12.89,4.17
A9048zg,10yrs,Zone,54156,16.64,14.08,2.19,5.31,6.06,6.62,3.47,58.95,15.75,4.88
A9049zg,05yrs,Zone,55153,2.12,33.31,4.69,24.49,5.06,9.82,6.33,39.31,7.82,7.99
A9049zg,10yrs,Zone,55153,2.12,33.31,4.69,24.49,5.30,9.38,6.84,37.19,8.98,9.78
A9050zg,05yrs,Zone,59118,0.00,89.06,0.89,85.78,2.02,14.79,15.01,13.73,23.59,10.70
A9050zg,10yrs,Zone,59118,0.00,89.06,0.89,85.78,1.92,15.19,15.50,15.42,25.68,14.16
A9051zg,05yrs,Zone,58527,1.43,16.65,6.50,4.96,3.13,13.95,9.99,15.52,16.32,10.41
A9051zg,10yrs,Zone,58527,1.43,16.65,6.50,4.96,3.29,15.35,11.68,14.78,17.97,12.16
A9052zg,05yrs,Zone,51126,3.11,16.34,4.17,8.01,3.82,6.72,3.03,46.32,4.69,4.60
A9052zg,10yrs,Zone,51126,3.11,16.34,4.17,8.01,3.77,7.17,3.32,43.51,5.42,5.30
A9053zg,05yrs,Zone,57748,8.89,11.70,2.69,1.90,10.08,5.40,1.70,66.37,3.56,1.93
A9053zg,10yrs,Zone,57748,8.89,11.70,2.69,1.90,8.94,4.71,1.71,66.30,3.89,2.66
A9054zg,05yrs,Zone,53905,38.12,15.44,2.80,7.90,5.21,12.11,6.73,38.54,20.42,8.31
A9054zg,10yrs,Zone,53905,38.12,15.44,2.80,7.90,4.48,10.75,7.55,38.11,20.35,9.82
A9055zg,05yrs,Zone,56373,0.00,23.76,9.92,9.47,6.68,15.71,13.59,17.67,17.22,15.38
A9055zg,10yrs,Zone,56373,0.00,23.76,9.92,9.47,6.16,14.97,14.34,16.42,18.32,17.84
A9056zg,05yrs,Zone,58845,0.02,10.83,2.47,3.82,4.18,7.76,4.25,41.78,4.03,3.49
A9056zg,10yrs,Zone,58845,0.02,10.83,2.47,3.82,4.71,7.39,4.70,40.56,4.19,4.69
A9057zg,05yrs,Zone,57189,9.20,11.77,4.40,3.54,2.28,11.38,7.42,30.18,7.81,7.58
A9057zg,10yrs,Zone,57189,9.20,11.77,4.40,3.54,2.53,11.65,8.63,30.05,9.04,9.64
A9058zg,05yrs,Zone,58484,0.00,8.75,1.69,3.23,4.47,8.04,5.47,47.27,4.84,3.89
A9058zg,10yrs,Zone,58484,0.00,8.75,1.69,3.23,4.61,7.14,5.63,44.77,5.30,4.35
A9059zg,05yrs,Zone,57443,29.66,9.13,3.50,2.75,1.85,8.81,4.93,30.75,5.38,5.95
A9059zg,10yrs,Zone,57443,29.66,9.13,3.50,2.75,1.65,8.72,5.63,29.14,6.18,7.42
A9060zg,05yrs,Zone,62840,3.96,10.25,2.61,3.85,2.86,7.91,5.49,32.96,6.17,5.50
A9060zg,10yrs,Zone,62840,3.96,10.25,2.61,3.85,2.46,7.87,6.38,31.59,6.07,7.07
A9061zg,05yrs,Zone,58300,0.92,11.00,2.20,3.43,5.14,6.39,3.39,49.13,3.21,3.08
A9061zg,10yrs,Zone,58300,0.92,11.00,2.20,3.43,4.93,5.86,3.27,47.94,3.58,3.63
B0001zg,05yrs,Zone,56568,65.59,8.09,1.55,3.90,1.52,12.86,14.12,21.27,12.17,9.00
B0001zg,10yrs,Zone,56568,65.59,8.09,1.55,3.90,1.57,13.47,14.20,20.33,13.97,10.46
B0002zg,05yrs,Zone,57844,72.49,6.50,3.36,0.81,3.17,11.92,11.94,20.75,22.59,13.42
B0002zg,10yrs,Zone,57844,72.49,6.50,3.36,0.81,2.96,12.38,13.59,19.78,23.02,14.67
B0003zg,05yrs,Zone,58955,61.68,7.75,1.23,4.25,1.03,15.54,12.01,17.69,14.72,9.39
B0003zg,10yrs,Zone,58955,61.68,7.75,1.23,4.25,0.85,15.38,13.04,17.03,16.55,10.89
B0004zg,05yrs,Zone,75674,30.50,12.08,1.95,6.99,2.81,11.44,8.99,31.06,16.80,7.93
B0004zg,10yrs,Zone,75674,30.50,12.08,1.95,6.99,2.63,11.82,10.65,29.47,17.46,9.46
B0006zg,05yrs,Zone,65571,40.64,14.38,7.58,3.75,6.66,15.78,14.55,18.55,16.29,12.10
B0006zg,10yrs,Zone,65571,40.64,14.38,7.58,3.75,6.46,15.05,15.77,17.92,17.58,13.09
B0008zg,05yrs,Zone,60499,67.91,7.36,4.58,0.21,2.48,17.43,14.31,14.99,17.15,14.01
B0008zg,10yrs,Zone,60499,67.91,7.36,4.58,0.21,2.15,16.36,15.47,15.12,18.59,15.46
B0009zg,05yrs,Zone,53773,70.95,7.97,2.20,3.54,0.82,13.36,16.57,18.40,16.40,15.40
B0009zg,10yrs,Zone,53773,70.95,7.97,2.20,3.54,1.26,14.06,16.76,17.38,16.84,16.41
B0012zg,05yrs,Zone,63090,71.68,4.69,1.35,1.36,1.16,11.97,11.51,19.29,13.23,10.32
B0012zg,10yrs,Zone,63090,71.68,4.69,1.35,1.36,1.03,12.07,11.67,17.96,13.32,12.13
B0015zg,05yrs,Zone,58178,78.49,4.46,1.03,1.35,0.64,23.13,20.22,11.92,21.19,12.66
B0015zg,10yrs,Zone,58178,78.49,4.46,1.03,1.35,0.66,25.20,22.25,10.68,21.81,14.87
B0018zg,05yrs,Zone,65695,96.46,5.65,1.43,1.46,0.88,25.12,17.64,13.28,24.22,16.32
B0018zg,10yrs,Zone,65695,96.46,5.65,1.43,1.46,0.76,23.16,18.99,12.64,23.69,16.55
B0019zg,05yrs,Zone,54205,60.05,7.22,1.30,3.72,0.79,11.97,11.39,18.78,16.87,9.02
B0019zg,10yrs,Zone,54205,60.05,7.22,1.30,3.72,1.08,13.16,12.64,17.54,16.31,11.07
B0025zg,05yrs,Zone,52566,74.83,6.09,1.96,1.83,1.22,13.82,10.47,16.86,11.03,7.85
B0025zg,10yrs,Zone,52566,74.83,6.09,1.96,1.83,1.43,14.80,12.79,15.56,13.05,9.83
B0027zg,05yrs,Zone,58680,83.78,14.44,9.09,0.36,6.23,16.20,19.09,13.14,20.13,16.03
B0027zg,10yrs,Zone,58680,83.78,14.44,9.09,0.36,6.32,16.22,19.52,13.04,20.39,17.73
B0029zg,05yrs,Zone,53629,78.85,4.55,2.06,0.36,1.84,18.04,10.72,18.97,15.19,13.48
B0029zg,10yrs,Zone,53629,78.85,4.55,2.06,0.36,1.98,17.50,11.74,19.49,16.61,15.44
B0030zg,05yrs,Zone,54386,66.09,4.90,1.76,0.60,0.87,17.56,16.56,13.12,18.17,13.60
B0030zg,10yrs,Zone,54386,66.09,4.90,1.76,0.60,0.99,18.32,18.15,13.21,19.35,15.56
B0031zg,05yrs,Zone,57565,69.81,5.75,1.42,2.89,1.46,12.56,11.84,16.70,14.87,11.62
B0031zg,10yrs,Zone,57565,69.81,5.75,1.42,2.89,1.25,13.55,12.74,15.16,15.33,12.63
B0032zg,05yrs,Zone,50610,66.06,4.77,1.66,0.56,1.05,15.78,12.29,18.16,15.18,11.81
B0032zg,10yrs,Zone,50610,66.06,4.77,1.66,0.56,1.27,16.80,13.48,16.09,17.86,13.57
B0034zg,05yrs,Zone,54212,56.00,9.69,2.02,5.66,1.11,13.31,13.77,15.17,15.05,9.82
B0034zg,10yrs,Zone,54212,56.00,9.69,2.02,5.66,1.13,14.46,15.00,13.86,15.17,11.94
B0035zg,05yrs,Zone,75990,29.07,16.77,2.36,11.08,3.27,9.22,7.66,33.49,10.21,7.99
B0035zg,10yrs,Zone,75990,29.07,16.77,2.36,11.08,3.14,11.20,8.48,32.24,11.80,8.69
B0036zg,05yrs,Zone,61302,71.50,3.32,1.26,0.61,0.76,18.80,17.31,13.80,14.21,9.73
B0036zg,10yrs,Zone,61302,71.50,3.32,1.26,0.61,0.74,18.49,17.90,13.89,14.78,11.15
B0039zg,05yrs,Zone,51133,73.01,4.35,1.62,0.63,1.32,20.25,14.17,14.44,19.11,11.78
B0039zg,10yrs,Zone,51133,73.01,4.35,1.62,0.63,1.10,20.18,14.40,13.88,19.36,13.23
B0044zg,05yrs,Zone,52274,44.03,27.57,9.00,10.87,6.22,18.11,6.45,30.09,13.71,10.01
B0044zg,10yrs,Zone,52274,44.03,27.57,9.00,10.87,5.94,16.55,7.69,26.02,12.81,10.37
B0046zg,05yrs,Zone,69205,51.90,21.08,3.30,15.81,1.85,22.33,22.74,13.01,25.15,14.76
B0046zg,10yrs,Zone,69205,51.90,21.08,3.30,15.81,1.73,22.24,24.63,12.14,25.69,16.25
B0051zg,05yrs,Zone,63024,87.44,3.01,1.04,0.27,0.92,13.51,12.16,18.73,13.00,8.57
B0051zg,10yrs,Zone,63024,87.44,3.01,1.04,0.27,0.97,15.54,13.50,17.30,14.82,10.48
B0053zg,05yrs,Zone,68541,63.99,7.59,1.53,3.36,1.17,23.79,18.22,12.90,22.15,12.08
B0053zg,10yrs,Zone,68541,63.99,7.59,1.53,3.36,1.05,23.78,20.06,12.68,21.04,13.53
B0063zg,05yrs,Zone,53549,39.18,18.25,1.75,14.68,1.20,19.35,17.41,15.00,21.30,11.84
B0063zg,10yrs,Zone,53549,39.18,18.25,1.75,14.68,1.02,18.52,19.47,13.95,21.67,13.43
B0065zg,05yrs,Zone,65359,39.76,7.23,1.19,4.22,1.07,21.98,15.08,14.32,15.72,9.24
B0065zg,10yrs,Zone,65359,39.76,7.23,1.19,4.22,0.90,20.50,16.94,14.45,17.66,11.55
B0066zg,05yrs,Zone,89322,15.81,15.88,4.95,5.76,5.51,10.17,4.17,43.09,6.24,5.82
B0066zg,10yrs,Zone,89322,15.81,15.88,4.95,5.76,5.83,8.86,4.68,41.27,6.84,7.01
B0074zg,05yrs,Zone,51258,61.15,4.69,1.34,1.28,1.66,10.80,8.07,26.73,14.98,7.96
B0074zg,10yrs,Zone,51258,61.15,4.69,1.34,1.28,1.34,11.00,8.41,24.95,16.62,9.52
B0076zg,05yrs,Zone,69852,55.80,7.52,1.84,1.49,3.83,15.76,15.27,23.15,20.71,10.91
B0076zg,10yrs,Zone,69852,55.80,7.52,1.84,1.49,3.38,15.83,15.64,23.15,20.91,11.79
B0081zg,05yrs,Zone,72622,47.00,4.39,1.10,1.18,0.82,12.24,10.90,18.65,10.26,7.95
B0081zg,10yrs,Zone,72622,47.00,4.39,1.10,1.18,1.12,12.16,12.09,16.94,11.60,9.06
B0082zg,05yrs,Zone,77422,44.80,5.73,2.45,0.56,2.03,11.92,7.90,28.92,9.96,8.28
B0082zg,10yrs,Zone,77422,44.80,5.73,2.45,0.56,1.95,10.48,8.32,27.71,10.34,10.85
B0083zg,05yrs,Zone,52595,50.44,11.84,3.06,4.23,2.87,10.46,7.10,30.51,15.54,8.91
B0083zg,10yrs,Zone,52595,50.44,11.84,3.06,4.23,2.60,10.41,7.82,29.09,17.06,9.77
B0087zg,05yrs,Zone,83877,61.07,6.98,3.63,0.54,3.29,14.86,11.80,19.30,14.03,13.41
B0087zg,10yrs,Zone,83877,61.07,6.98,3.63,0.54,2.94,15.51,13.21,18.03,16.41,16.98
B0088zg,05yrs,Zone,58114,64.44,12.30,4.37,0.74,3.25,12.64,12.95,19.96,13.50,12.64
B0088zg,10yrs,Zone,58114,64.44,12.30,4.37,0.74,3.30,13.47,13.81,19.33,14.17,14.35
B0094zg,05yrs,Zone,82586,62.39,4.82,1.96,0.98,1.58,10.75,9.39,22.69,9.61,6.42
B0094zg,10yrs,Zone,82586,62.39,4.82,1.96,0.98,1.79,10.84,10.92,21.39,10.65,7.94
B0095zg,05yrs,Zone,56875,64.50,6.22,2.03,1.74,1.11,12.37,10.44,17.96,12.29,9.25
B0095zg,10yrs,Zone,56875,64.50,6.22,2.03,1.74,1.14,13.17,11.37,17.03,12.51,9.79
B0097zg,05yrs,Zone,84116,73.65,4.81,1.77,0.68,1.11,16.40,13.68,17.10,16.43,13.95
B0097zg,10yrs,Zone,84116,73.65,4.81,1.77,0.68,0.98,15.81,14.67,16.51,17.82,16.21
B0100zg,05yrs,Zone,63807,77.90,4.24,1.47,0.30,1.02,19.48,14.66,15.52,22.97,14.31
B0100zg,10yrs,Zone,63807,77.90,4.24,1.47,0.30,1.18,18.48,16.14,14.53,22.59,14.74
B0107zg,05yrs,Zone,89201,13.37,13.75,5.24,5.13,4.02,14.46,11.82,20.92,16.86,10.22
B0107zg,10yrs,Zone,89201,13.37,13.75,5.24,5.13,3.77,14.17,12.55,20.29,17.18,12.09
B0108zg,05yrs,Zone,99478,32.40,10.45,4.01,3.46,2.02,10.76,7.79,25.95,9.01,7.26
B0108zg,10yrs,Zone,99478,32.40,10.45,4.01,3.46,2.10,10.71,7.84,24.87,9.30,9.03
